,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time,avg_speed_kmph,density_veh_per_km,avg_wait_time_s,occupancy_pct,flow_veh_per_hr,queue_length_veh,avg_accel_ms2,SRI,Degree_of_congestion
6273,73,75.18976241,91.11935289,771,afternoon,12.9271206,27.3,56.85,50.4,69.28,804.58,24.91,-0.341,0.25640956,Smooth
6274,115,87.28819079,88.58360462,901,night,29.89827377,41.45,27.46,19.1,40.08,1495.43,10.78,0.39,-0.80000067,Very smooth
6275,55,47.92035173,66.46958762,1261,night,39.17126418,70.33,8.73,4.31,10.46,1924.34,2.76,0.709,-0.80000067,Very smooth
6276,35,47.85659793,86.25436814,661,morning,34.71786644,69.84,13.86,5.08,11.04,2041.71,1.53,0.7,0.184631726,Smooth
6277,63,44.2984089,87.79150351,1233,morning,56.89607384,68.94,9.88,4.7,10.77,1994.22,2.03,0.78,0.89743614,Smooth
6278,126,34.36198442,77.63463833,614,afternoon,70.79944256,24.76,59.24,52.66,70.44,684.67,25.63,-0.335,1.6666677,Smooth
6279,101,51.6959304,50.79279327,943,afternoon,12.24860523,42.47,27.64,15.86,41.47,1503.53,10.64,0.465,-2.5000021,Very smooth
6280,86,68.13485742,95.00464758,1101,evening,2.466247243,24.55,64.13,58.46,74.12,768.27,24.78,-0.366,9.333333,Heavy congestion
6281,121,61.75988659,81.77410608,544,evening,32.04924712,70.76,8.12,6.92,13.68,2031.89,1.21,0.867,9,Heavy congestion
6282,45,60.17280998,12.69850089,924,night,3.504869222,73.01,9.47,6,11.37,1975.42,1.18,0.859,9.473684,Heavy congestion
6283,75,35.32997824,41.99082913,651,morning,64.62040045,46.19,26.05,21.93,38.21,1474.63,10.46,0.514,9.450549,Heavy congestion
6284,119,28.44702262,53.96911869,1014,morning,51.80690244,69.29,8.37,2.87,8.19,1996.09,1.59,0.826,1.6666677,Smooth
6285,80,85.3567596,52.94145066,1421,morning,37.50341593,71.09,7.64,5.77,7.2,1960.63,2.65,0.815,1.6666677,Smooth
6286,78,23.30039931,37.95347931,514,night,78.18214642,45.4,30.23,24.76,36.7,1560.58,9.23,0.444,0.3333332,Smooth
6287,106,46.96262797,53.16402516,1048,morning,65.45966849,70.42,11.5,6.46,8.89,1985.29,1.22,0.804,-2.428572,Very smooth
6288,64,65.04618074,9.299204381,1166,night,76.89256819,44.95,29.17,18.38,35.96,1512.56,10.65,0.36,-24.800003,Very smooth
6289,81,80.4226216,65.52324362,714,night,39.89117125,69.48,12.04,6.36,9.34,2089.88,0.99,0.756,-27.826086,Very smooth
6290,104,50.42888441,49.77421944,868,morning,13.78764754,23.98,56.73,50.74,70.93,761.13,25.78,-0.248,-21.071428,Very smooth
6291,114,55.48709437,78.76529767,1311,evening,1.467665025,26.17,61.63,50.72,70.38,823.09,26.17,-0.29,-23.46154,Very smooth
6292,101,40.5492207,69.33876944,1050,evening,1.906109294,45.31,26.02,22.6,38.66,1508.31,11.51,0.382,-0.7407409,Very smooth
6293,110,84.616579,11.27697938,872,morning,47.27220331,6.3,93.29,115.13,95.78,104.37,61.73,-0.967,-0.7407409,Very smooth
6294,124,77.44599727,35.07095467,1035,evening,6.37279025,70.36,13.19,3.5,7.77,2037.45,1.72,0.817,-0.7407409,Very smooth
6295,82,29.99070327,73.62467026,557,evening,11.26673059,69.78,9.54,5.01,8.77,1990.17,2.06,0.81,1.666666,Smooth
6296,81,63.12603898,33.68861927,696,night,26.46440698,4.64,92.35,109.03,100.47,102.24,58.51,-0.874,1.666666,Smooth
6297,94,47.67999805,56.69010331,1401,night,4.215507002,46.68,29.77,20.96,35.82,1463.23,13.73,0.228,-1.5384628,Very smooth
6298,92,56.24742315,96.12695464,1261,morning,126.6549967,71.66,13.18,5.15,6.04,2053.37,2.06,0.77,5.833333,Heavy congestion
6299,37,33.97296869,7.992060509,1308,afternoon,50.96491524,6.02,93.75,123,95.18,114.6,59.38,-1.062,5.588235,Heavy congestion
6300,39,10.91438252,19.02892057,1444,morning,26.36340455,23.36,59.5,46.49,70.15,750.78,26.49,-0.252,5.7142854,Heavy congestion
6301,82,27.82791732,48.06094016,638,morning,71.72899455,70.63,14.7,2.91,12.71,2023.21,1.64,0.823,-13.84757649,Very smooth
6302,93,38.8879071,73.84334507,545,night,20.41112017,27.92,57.96,57.82,71.71,826.52,25.93,-0.193,-13.84757649,Very smooth
6303,25,40.02448529,33.01113381,475,morning,68.17532984,41.58,27.63,22.2,43.02,1505.99,9.7,0.325,-13.84757649,Very smooth
6304,57,3.130173162,11.74614831,1052,evening,52.4575843,69.83,12.16,1.49,10.61,2024,1.96,0.962,1.029412,Smooth
6305,39,56.22827543,31.57758309,742,morning,0.425502954,45.26,33.98,19.19,37.39,1507.65,9.78,0.421,1.029412,Smooth
6306,75,21.81194194,64.44325559,1139,afternoon,47.79784374,5.46,87.79,118.24,94.56,104.82,65.02,-0.927,-4.1860466,Very smooth
6307,103,49.21612377,79.25477889,672,night,45.96453517,25.91,64.87,56.77,71.56,732.26,25.11,-0.412,-2.1999996,Very smooth
6308,80,26.32226159,97.70128913,586,night,11.45452883,67.58,9.19,3.4,10.56,1941.3,0.99,0.755,-8.484847,Very smooth
6309,112,14.21406308,76.13456983,1009,morning,20.37979813,6.17,91.08,125.83,96.49,109.59,59.63,-0.926,0.7575758,Smooth
6310,71,49.00461778,49.22586656,647,morning,4.461785032,23.37,62.91,45.01,71.88,791.67,25.93,-0.349,0.7575758,Smooth
6311,117,45.98984665,29.26170559,1489,afternoon,32.95072475,47.21,33.48,17.89,38.52,1490.43,8.97,0.304,0.7575758,Smooth
6312,114,51.89041856,92.75163836,911,evening,33.66193704,46.26,31.49,16.3,44.69,1519.52,11.48,0.447,0.3260872,Smooth
6313,84,81.92449775,53.4210324,1233,evening,119.6328521,6.26,84.76,122.56,96.32,118.11,60.7,-1.028,4.4871793,Mild congestion
6314,105,64.1949031,68.87936077,859,night,38.48542163,45.31,31.63,18.26,42.74,1516.33,10.92,0.422,4.0277777,Mild congestion
6315,54,89.41927802,47.24403574,1102,morning,17.79080636,6.36,90.89,118.82,95.39,115.7,61.9,-0.971,3.857143,Mild congestion
6316,109,43.85890376,24.21070626,865,night,5.963521905,73.54,9.05,5.73,10.33,2061.41,2.45,0.88,4.4871793,Mild congestion
6317,67,35.56665824,54.69384472,1504,afternoon,46.49482328,68.45,8.79,6.82,10.68,2012.45,1.39,0.703,4.4871793,Mild congestion
6318,130,59.17335368,83.99041961,1040,evening,13.09918417,42.34,29.54,19.51,40.15,1495.27,7.71,0.451,6.2608695,Heavy congestion
6319,108,87.16749024,38.33209279,1053,evening,86.32497178,70.74,12.13,3.17,10.48,2048.47,2.53,0.827,-4.334402052,Very smooth
6320,110,27.62136897,66.87265028,1339,afternoon,9.734049993,71.17,11.57,4.9,10.25,2040.87,1.81,0.785,0.88235265,Smooth
6321,54,78.00316751,4.235615426,740,afternoon,6.567195308,44.47,29.06,18.19,40.17,1440.97,9.82,0.432,1.621622,Smooth
6322,106,59.50202809,93.65375773,838,night,29.06186326,69.77,10.11,3.95,9.39,2033.28,1.68,0.817,-6.347036883,Very smooth
6323,79,41.17510294,96.99315399,947,night,74.17673426,45.42,24.38,22.08,42.49,1519.73,11.71,0.29,8.784314,Heavy congestion
6324,87,80.0656891,38.62946037,862,afternoon,4.561945401,71.57,9.68,5.15,10.05,2004.01,2.58,0.854,-1.0714281,Very smooth
6325,43,26.00756704,49.83839135,672,night,1.266662248,70.13,11.09,5.51,11.56,1953.23,0.91,0.984,0.88235265,Smooth
6326,51,63.35157859,16.05827019,928,night,102.6895327,68.27,9.05,1.72,11,2026.05,1.8,0.862,0.60606104,Smooth
6327,35,46.28897527,19.61967165,1236,evening,4.410614827,24.91,56.2,46.68,67.32,819.41,26.02,-0.297,0.60606104,Smooth
6328,56,72.34921239,60.20686235,1230,morning,28.05806544,22.9,59.8,45.49,67.62,762.87,20.42,-0.074,-0.3333336,Very smooth
6329,86,56.69841064,62.70044639,861,afternoon,6.660493351,70.13,10.86,2.9,9.62,1974.06,2.41,0.869,0.31250024,Smooth
6330,32,71.94162533,34.16069321,1016,morning,5.506215446,6.54,88.07,120.04,95.69,73.74,65.72,-1.024,-0.68965447,Very smooth
6331,74,50.96386003,37.4028188,1203,afternoon,5.08969782,70.8,14.76,6.61,9.68,2014.25,2.35,0.752,3.6734693,Mild congestion
6332,93,41.30232398,50.62285295,722,afternoon,37.13315321,67.98,9.81,3.83,11.85,1970.62,1.31,0.669,0.31250024,Smooth
6333,82,48.38233315,93.97924096,636,night,42.76627091,44.96,31.48,19.16,36.8,1491.21,5.9,0.312,-2.9166658,Very smooth
6334,53,53.65935619,14.9656634,546,night,3.828190235,5.16,90.15,116.96,90.28,102.53,65.44,-0.956,-6.347036883,Very smooth
6335,47,57.04670595,55.15278113,1293,afternoon,4.405228801,45.54,31.46,21.95,40.08,1620.78,10.53,0.154,-1.0714281,Very smooth
6336,33,63.64766236,5.818614232,1062,afternoon,81.6937717,41.29,27.33,22.34,39.15,1438.4,10.74,0.365,0.31250024,Smooth
6337,75,50.33029467,45.83490979,699,night,26.66463564,26.8,59.59,55.01,71.11,783.96,24.78,-0.386,-6.347036883,Very smooth
6338,47,63.59299832,39.72122063,561,night,45.6009983,71.15,13.16,2.87,9.33,1913.2,1.9,0.683,-6.347036883,Very smooth
6339,117,94.37665723,16.4199003,1107,morning,2.519597995,45.96,30.53,19.06,45.43,1414.31,10.27,0.453,-0.16129045,Very smooth
6340,36,35.52048246,16.39955414,1179,evening,1.615070423,67.43,8.23,4.45,12.67,1991.06,1.85,0.748,2.9213483,Mild congestion
6341,37,70.09318514,45.0096398,1393,evening,15.1352563,71.83,7.16,7.18,11.61,1937.19,1.32,0.785,2.4096386,Smooth
6342,112,36.38426912,12.65949055,1149,morning,24.30758472,46.86,34.51,20.37,37.05,1482.96,10.84,0.484,0.9999998,Smooth
6343,76,31.13104441,29.47783773,647,afternoon,13.98033962,70.4,9.22,3.79,11.45,2066.22,2.39,0.711,-0.862069,Very smooth
6344,121,78.71116736,7.121835242,1305,night,37.4934349,68.72,10.67,5.12,8.75,2000.8,3.29,0.757,-0.16129045,Very smooth
6345,47,31.98457391,29.7293724,977,afternoon,33.21290098,25.3,55.58,51.33,66.17,806.76,21.85,-0.564,0.9999998,Smooth
6346,73,49.49430853,53.36924615,1313,evening,17.76403536,67.79,12.57,7.64,8.99,2029.18,2.47,0.778,0.9999998,Smooth
6347,99,33.9957522,74.38710048,1276,night,2.482484647,3.92,90.11,120.04,91.66,110.78,60.75,-0.941,0.4545453,Smooth
6348,115,98.36316393,83.04068631,685,morning,27.15506395,72.22,10.69,4.12,11.58,2032.03,1.04,0.698,1.1267605,Smooth
6349,69,49.43388296,33.78424958,1183,morning,8.307359073,68.52,9.08,4.39,9.72,2061.7,2.79,0.739,4.1666665,Mild congestion
6350,71,27.98691826,93.87968867,1320,evening,14.62489395,24.8,58.25,52.7,69.66,812.64,24.21,-0.335,1.8181819,Smooth
6351,60,32.63846162,24.06247873,971,afternoon,0.435074935,46.77,31.71,17.38,41.46,1532.08,11.51,0.411,2.7586207,Mild congestion
6352,51,92.43289228,8.057636044,779,afternoon,22.08841553,71.3,11.75,2.21,4.51,2014.37,0.45,0.648,2.6744187,Mild congestion
6353,106,45.71569159,92.50096658,876,afternoon,36.01849105,71.2,10.08,5.4,9.86,1926.93,2.28,0.753,-1.6666666,Very smooth
6354,133,48.36628641,53.98105629,1419,evening,25.84676327,70.21,11.25,6.27,9.02,2027.08,0.57,0.674,1.25,Smooth
6355,86,79.68811948,35.13793029,993,evening,41.77859651,46.14,33.84,16.53,41.38,1556.17,9.57,0.406,0.15625012,Smooth
6356,37,75.47029767,89.81108565,735,evening,223.3490655,47.88,35.08,20.9,36.93,1481.78,13.74,0.424,3.6363637,Mild congestion
6357,137,32.43359545,77.57457649,1006,afternoon,30.03649409,45.04,27.21,22.18,41.19,1546.82,10.43,0.472,-7.714985817,Very smooth
6358,48,34.09055212,83.24437165,533,morning,7.495375927,3.94,93.15,120.53,90.91,82.52,63.04,-0.97,1.5873017,Smooth
6359,63,38.94182766,29.23434493,1420,afternoon,25.47938693,45.3,29.55,19.27,38.94,1447.8,10.81,0.489,2.3188407,Smooth
6360,35,43.45764676,87.34852293,1175,evening,8.43408702,73.42,11.5,4.89,8.78,2030.08,1.64,0.86,1.5873017,Smooth
6361,68,66.64612918,64.97724831,930,night,12.02336786,25.44,52.96,52.78,71.64,808.77,26.38,-0.374,1.166667,Smooth
6362,81,48.26179282,73.80158566,595,evening,13.01797276,46.18,31.14,24.01,39.86,1501.07,9.32,0.412,0.18518533,Smooth
6363,67,43.87554384,31.24221768,806,night,22.01817273,72.75,14.56,5.08,11.39,1933.22,1.41,0.751,0.862069,Smooth
6364,131,50.10043989,24.50155154,1376,evening,22.25323169,69.31,12.27,7.7,10.16,1900.23,1.2,0.731,2.5352113,Mild congestion
6365,59,38.69319561,40.81815177,847,evening,33.01706888,5.44,86.61,130.92,93.56,110.57,66.96,-0.998,-0.19230784,Very smooth
6366,106,81.11720302,57.52127282,795,night,17.27290408,69.66,10.23,3.81,13.41,2085.26,1.15,0.73,-0.19230784,Very smooth
6367,70,36.0644392,66.59869119,734,evening,6.236390238,71.82,12.63,5.53,6.13,2004.47,2.27,0.806,-0.39215645,Very smooth
6368,129,50.53551911,49.79645518,889,morning,20.25846059,42.82,25.52,24.4,33.56,1469.18,8.93,0.375,-0.39215645,Very smooth
6369,44,62.34933879,69.886423,1111,night,47.75802154,25.85,61.35,50.23,70.16,792.98,26.54,-0.301,1.451613,Smooth
6370,132,63.49749033,70.83315731,898,evening,36.40304412,23.06,61.46,51.58,66.35,797.83,24.81,-0.282,1.7187502,Smooth
6371,118,42.21720385,66.60745191,516,night,3.674415802,45.34,23.86,21.07,39.74,1470.61,11.14,0.289,-8.007798039,Very smooth
6372,92,71.92915666,25.10884679,851,night,88.88935664,4.47,85.99,115.87,92.99,94.5,58.13,-0.987,-2.3255816,Very smooth
6373,86,92.86227315,44.6328489,917,night,10.95109088,68.5,7.5,3.44,7.7,1902.73,3.05,0.713,0.36363664,Smooth
6374,79,86.04331034,76.57482117,846,morning,26.48990959,4.01,86,115.99,91.08,103.22,55.66,-0.976,0.36363664,Smooth
6375,59,0.401213169,88.69614451,1348,evening,0.977803692,25.99,63.55,52.73,73.22,813.26,25.34,-0.382,1.0169493,Smooth
6376,42,48.33489774,50.11711283,733,morning,72.06443942,69.13,9.92,6.07,8.08,2064.76,1.82,0.885,1.0169493,Smooth
6377,122,36.76293636,98.67907397,807,night,34.51974962,68.62,10.66,6.36,9.38,2017.65,1.84,0.803,-4.3243237,Very smooth
6378,120,61.12249098,17.47126554,696,night,9.69120055,7.12,90.98,119.38,97.31,114.31,60.61,-1.094,-0.19230784,Very smooth
6379,120,71.0422919,22.43791067,1002,afternoon,34.49709015,65.42,9.83,4.9,10.1,1923.19,-0.39,0.84,0.70175433,Smooth
6380,127,27.01510303,46.07513067,932,afternoon,10.38252899,40.6,18.92,20.22,41.28,1499.86,9.78,0.407,-8.007798039,Very smooth
6381,80,67.35875054,50.87405786,972,afternoon,9.022037264,73.28,9.55,6.16,13.04,2017.29,0.9,0.853,0.43010747,Smooth
6382,91,49.47021656,42.44771118,500,night,17.77108221,44.93,32.59,25.37,42.84,1495.8,8.46,0.418,0.53191495,Smooth
6383,113,44.7519551,43.03969893,1229,morning,27.4936032,45.65,31.19,22.32,41.87,1545.06,11.99,0.356,0.43010747,Smooth
6384,97,60.57274029,48.72506237,1304,night,7.046859175,71.24,9.79,3.34,6.76,2012.56,2.63,0.784,0.2197804,Smooth
6385,101,47.09518613,32.01663819,1081,night,40.7492969,26.94,61.77,46.65,69.03,770.46,23.26,-0.22,-0.8536583,Very smooth
6386,46,72.65762105,13.09431116,1375,morning,25.88615064,69.46,9.55,5.78,13.43,1974.14,1.84,0.714,0.2197804,Smooth
6387,136,42.12366305,95.61086683,475,evening,0.224643625,4.86,89.49,108.42,94.73,97.24,64.46,-1.011,-1.4102561,Very smooth
6388,96,76.66778682,79.49869283,1129,afternoon,23.91365182,46.7,28.21,22.86,41.56,1470.22,9.33,0.428,-1.4102561,Very smooth
6389,43,49.57630462,81.49031289,1018,night,16.38917422,69.03,10.98,5.49,11.65,1980.48,1.97,0.783,-1.7105262,Very smooth
6390,107,2.452918492,36.49589008,832,night,33.20172434,70.27,11.54,3.82,7.1,2026.86,2.23,0.79,0.72916687,Smooth
6391,40,33.93870544,40.38843095,1427,evening,68.41940612,71.1,11.37,2.93,8.51,2006.25,1.37,0.804,0.43010747,Smooth
6392,71,47.90953899,93.58432614,788,afternoon,9.140749662,4.78,92.93,120.07,90.97,100.9,65.38,-0.977,1.3592234,Smooth
6393,129,57.39172219,97.29134004,992,evening,33.59632439,27.83,56.26,55.71,75.14,804.33,27.3,-0.434,-6.700312126,Very smooth
6394,119,48.02670433,94.26208647,1113,afternoon,4.934511208,69.31,10.13,3.86,8.48,2023.94,1.81,0.882,-4.354839,Very smooth
6395,103,36.05593147,64.26001821,985,night,2.684420295,70.84,10.79,10.07,7.15,1948.93,2.7,0.664,-0.34883708,Very smooth
6396,75,85.61886485,24.27159367,1160,afternoon,80.57185051,27.05,60.58,53.46,68.96,766.4,30.09,-0.179,0.2197804,Smooth
6397,56,78.08282155,60.49733501,1003,night,59.47802098,73.39,11.07,5.16,8.98,1971.69,2.83,0.893,0.2197804,Smooth
6398,99,25.85670378,58.90866039,1286,morning,20.87881944,69.78,11.02,9.1,7.06,2062.24,1.76,0.634,-6.181818,Very smooth
6399,46,33.15406404,90.82351603,712,morning,4.466222551,3.88,93.87,124.26,98.47,112.94,68.04,-0.881,2.5210085,Mild congestion
6400,63,56.3826857,31.16686019,592,morning,9.168166769,43.73,25.96,17.68,40.91,1456.5,10.56,0.354,0.2197804,Smooth
6401,65,46.95376032,20.06799301,1483,evening,25.13681061,27.46,63.18,55.26,72.91,781.18,26.5,-0.34,2.3809521,Smooth
6402,61,0,26.58070069,943,evening,31.65351123,4.77,96.02,122.45,96.91,89.53,62.48,-1.08,1.9999998,Smooth
6403,42,35.62079805,24.3145043,930,night,35.1943798,45.29,27.88,18.75,42.15,1509.74,11.46,0.44,3.0434783,Mild congestion
6404,98,64.66107071,64.8384419,1084,evening,41.32760501,44.02,26.23,16.78,44.64,1453.86,11.01,0.526,3.72549,Mild congestion
6405,112,52.24285952,81.24329852,1375,evening,7.066774906,21.44,59.33,58.74,77.23,772.63,28.37,-0.259,4.285714,Mild congestion
6406,33,31.37755275,36.81132424,811,evening,10.54008543,3.9,88.02,122.98,92.17,93.71,56,-1.039,0.9859153,Smooth
6407,67,38.8176549,17.64129306,1114,morning,0.381103994,44.37,29.83,21.27,38.72,1501.25,7.04,0.444,1.2328767,Smooth
6408,39,45.53494102,34.30916166,758,evening,2.305958767,29.96,63.48,47.73,71.12,744.17,23,-0.297,2.2891567,Smooth
6409,56,101.2145327,54.65583721,907,afternoon,11.10975658,25.42,59.08,53.61,68.06,792.43,25.24,-0.204,1.6883116,Smooth
6410,115,50.72432955,66.44860378,1299,evening,6.165637817,6.36,92.44,112.03,95.24,108.78,58.16,-1.193,2.4705882,Smooth
6411,125,35.53700908,54.97986674,506,afternoon,20.35016131,47.74,29.74,19.76,41.48,1539.15,10.02,0.382,1.2328767,Smooth
6412,98,86.06189683,25.67302917,841,morning,56.64710883,26.32,60.64,50.9,71.23,851.02,25.47,-0.304,2.967033,Mild congestion
6413,60,61.59361286,91.80187808,1334,night,38.51078345,47.04,34.97,18.24,37.86,1455.02,10.36,0.392,0.58823526,Smooth
6414,32,33.89321587,43.78126046,1169,evening,42.14382138,43.3,31.91,14.73,41.79,1427.81,10.35,0.327,2.8888888,Mild congestion
6415,117,50.38668896,45.89699736,1189,night,27.50772314,44.15,30.38,18.91,41.69,1488.19,6.65,0.238,0.30303,Smooth
6416,39,46.16831218,96.73852254,994,night,36.16289161,23.84,59.63,46.45,70.6,811.05,27.23,-0.35,1.111111,Smooth
6417,56,60.97230999,86.83674504,676,night,5.953592808,45.93,29.04,24.88,39.1,1431.31,8.99,0.414,1.111111,Smooth
6418,57,24.85147259,80.62691713,1417,night,24.11986555,69.47,6.35,6.91,11.77,2003.57,0.28,0.66,-0.15873028,Very smooth
6419,35,26.16816931,18.26910161,1495,evening,25.36050266,6.72,88.97,120.45,92.51,108.16,56.33,-1.061,0.30303,Smooth
6420,81,44.85663009,83.80873087,1272,afternoon,29.72319617,72.47,7.37,6.45,10.62,2017.75,1.52,0.845,0.23437518,Smooth
6421,62,32.39606683,45.53086412,747,night,45.32586731,5.15,88.15,114.3,93.58,96.34,56.58,-1.159,0.3100775,Smooth
6422,66,70.34422291,20.93937817,817,morning,86.47335531,5.48,96.31,121.46,97.74,84.78,59.25,-0.97,-0.33057848,Very smooth
6423,75,29.43111565,99.0881966,866,morning,37.31472072,70.76,12.3,6.43,10.64,2025.39,2.09,0.793,1.0071943,Smooth
6424,119,98.14912265,17.20542603,620,afternoon,76.74961448,4.72,90.47,115.49,90.8,98.04,58.44,-1.146,-1.2612613,Very smooth
6425,55,46.96415465,92.1937626,726,night,23.94988855,4.41,88.38,110.89,91.52,102.19,64.64,-1.001,6.044304,Heavy congestion
6426,26,52.63042698,0.052853393,1046,morning,10.24685558,45.31,31.4,16.69,39.95,1501.14,10,0.437,3.1249983,Mild congestion
6427,37,57.02052462,43.79180598,818,evening,32.23489216,45.77,30.88,20.2,35.23,1487.77,10.92,0.435,3.1249983,Mild congestion
6428,56,48.54190506,2.98959878,1260,morning,118.7989158,24.3,56.97,57.93,70.22,757.76,27.67,-0.469,3.1249983,Mild congestion
6429,115,73.59389927,91.24521417,851,night,37.1061963,43.49,29.25,25.09,39.66,1447.7,7.24,0.412,2.6666663,Mild congestion
6430,73,52.91156515,12.58890325,1471,night,104.2265546,25.44,59.39,48.61,69.83,805.76,22.2,-0.283,2.6666663,Mild congestion
6431,122,39.57173222,67.30984739,584,night,0.679428827,46.75,31.8,19.59,38.04,1431.33,11.72,0.413,3.1249983,Mild congestion
6432,132,22.69971479,63.12203753,1361,night,8.966772931,26.91,60.13,56.94,69.99,857.05,26.12,-0.127,3.1249983,Mild congestion
6433,116,57.82635165,77.90684087,1414,morning,9.589804589,25.46,62.86,54.53,72.24,761.86,26.98,-0.318,2.1428561,Smooth
6434,90,68.28783362,74.68776453,691,evening,16.69555986,24.09,56.72,45.06,69.28,783.05,25.74,-0.348,2.6666663,Mild congestion
6435,120,24.65267369,3.244885815,1342,night,0.938181695,3.86,87.93,121.45,94.18,114.02,58.43,-0.977,2.1428561,Smooth
6436,73,42.37738324,38.8400627,686,night,73.69077246,26.29,59.94,52.97,72.13,751.03,24.87,-0.386,2.6666663,Mild congestion
6437,126,69.31363067,32.25230662,969,afternoon,36.83529112,46.12,30.26,23.42,39,1526.11,12.23,0.462,2.1428561,Smooth
6438,96,32.97293038,97.28852636,1335,morning,2.630421384,72.04,12.52,4.06,8.47,1961.38,3.48,0.718,2.1428561,Smooth
6439,42,32.79083264,77.4893202,1091,evening,5.760146433,23.19,59.47,48.29,66.45,788.1,23.92,-0.302,3.888888,Mild congestion
6440,102,46.96840461,70.7959766,883,evening,27.72262084,23.98,62.11,47.74,67.52,780.91,22.53,-0.262,2.6666663,Mild congestion
6441,105,76.30652942,44.21603867,990,evening,71.74335512,25.9,62.87,48.83,73.05,794.22,23.2,-0.242,2.6666663,Mild congestion
6442,106,68.37172908,89.09683327,1087,afternoon,2.750772063,67.45,13.25,1.85,7.43,2011.16,3.2,0.829,-48.43241109,Very smooth
6443,121,76.32143199,1.681965362,1199,morning,17.037942,72.58,10.54,1.51,10.5,1982.55,2.35,0.732,0.71428627,Smooth
6444,59,30.12727045,22.84386942,1256,night,6.694807688,20.4,60.89,53.8,71.23,799.82,26.44,-0.155,0.71428627,Smooth
6445,99,36.80878084,69.50128001,1137,morning,5.965959121,69.5,7.7,3.47,9.12,2008.9,3.33,0.864,-48.43241109,Very smooth
6446,56,46.43162989,50.83878514,746,afternoon,39.28958728,6.13,88.36,120.63,98.38,93.11,70.23,-0.958,-48.43241109,Very smooth
6447,125,43.86990072,53.38072756,564,night,52.54596221,25.01,59.96,51.47,73.25,834.21,19.5,-0.216,1.3333343,Smooth
6448,117,34.46410757,41.63449394,960,afternoon,76.20432726,23.74,59.08,47.59,66.95,832.34,23.53,-0.299,1.3333343,Smooth
6449,57,59.61646652,16.64582808,1024,evening,34.55904129,41.68,29.04,24.93,40.89,1542.58,10.94,0.595,1.8749994,Smooth
6450,80,17.40376461,16.62214827,994,afternoon,2.037077393,6.61,88.8,118.64,93.55,86.2,57.37,-0.998,4.583334,Mild congestion
6451,97,52.99214253,29.44812208,1266,night,13.25145254,69.31,14.07,2.76,11.72,1984.41,2.41,0.839,1.8749994,Smooth
6452,114,83.23726667,46.83096418,883,night,17.47808607,4.47,90.07,119.61,92.95,123.36,55.59,-0.984,1.3333343,Smooth
6453,76,51.57002928,82.41258338,622,afternoon,9.684272286,5.37,87.48,116.83,94.02,123.82,59.04,-1.088,2.777778,Mild congestion
6454,95,33.35565486,44.68320217,1405,morning,23.28728931,42.47,30.73,20.73,41.39,1564.21,10.23,0.421,2.777778,Mild congestion
6455,66,24.39145023,89.77953209,655,morning,7.943742966,47.01,29.22,22.03,40.06,1388.29,4.77,0.509,2.352941,Smooth
6456,62,57.21616544,12.05167029,1309,morning,68.90673496,23.98,59.47,56.67,67.73,797.17,24.04,-0.306,1.3043473,Smooth
6457,76,84.72755967,27.17729769,1075,evening,4.646720205,71.31,9.61,2.21,9.02,1984.28,1.48,0.588,-1.7647073,Very smooth
6458,106,54.26870147,7.05237638,948,evening,16.65648889,45.9,25.8,21.18,42.17,1516.05,11.33,0.485,-1.7647073,Very smooth
6459,31,43.29596972,51.0025566,1457,evening,4.000785755,19.7,56.7,46.67,69.6,866.59,26.87,-0.275,0.47618917,Smooth
6460,43,34.74021309,9.003229519,712,evening,13.30681658,70.27,9.39,8.14,10.24,2030.59,0.92,0.832,0.47618917,Smooth
6461,38,20.45270045,79.56841449,955,morning,19.89519964,69.07,10.36,4.42,10.69,2071.17,1.55,0.68,1.6666664,Smooth
6462,69,55.44978944,3.976370695,1456,morning,24.21625864,4.6,95.09,123.43,90.04,123.35,59.2,-0.939,1.6666664,Smooth
6463,113,17.96984451,47.53934258,1117,afternoon,12.08096152,68.4,5.87,0.17,14.46,1968.75,3.4,0.657,1.9999988,Smooth
6464,123,68.30340041,42.06145095,594,evening,49.76423669,24.87,57.43,44.11,72.02,827.38,26.58,-0.298,-12.23572583,Very smooth
6465,58,62.54175869,20.22328569,683,afternoon,21.73387083,22.4,61.14,50.81,72.19,813.01,24.71,-0.239,1.9999988,Smooth
6466,105,45.67903551,58.68537791,883,evening,146.4575443,46.78,27.72,18.5,42.93,1548.47,8.79,0.278,-1.111112,Very smooth
6467,91,62.95590273,38.60983418,1400,night,3.955466259,46.57,25.1,21.75,34.95,1493.47,10.32,0.562,3.1034482,Mild congestion
6468,95,53.45423395,19.7966811,1381,evening,6.083498709,25.14,58.33,47.93,65.88,777.77,24.32,-0.299,3.1034482,Mild congestion
6469,86,62.77717095,82.65627969,1118,evening,48.55353818,42.39,31.17,18.49,45.34,1521.47,9.45,0.497,1.9999988,Smooth
6470,70,67.89290937,66.06954912,1370,morning,24.24096445,45.74,29.07,19.83,38.24,1505.47,11.2,0.39,-0.71428627,Very smooth
6471,91,44.89928951,1.215285054,1201,night,13.38971071,70.29,10.49,7.7,12.34,1935.04,1.38,0.868,-1.5384628,Very smooth
6472,102,24.07291088,50.18646826,1357,evening,15.8518509,69.2,8.86,6.04,8.59,2023.78,1.34,0.909,-1.5384628,Very smooth
